Latitude	Longitude	Altitude	Date	Time	DOP	Satelites	Cond.1 [mS/m]	Inph.1 [ppt]	Cond.2 [mS/m]	Inph.2 [ppt]	Cond.3 [mS/m]	Inph.3 [ppt]	Cond.4 [mS/m]	Inph.4 [ppt]	Cond.5 [mS/m]	Inph.5 [ppt]	Cond.6 [mS/m]	Inph.6 [ppt]	Note
3826.3728N	00140.2722W	581.3	06/18/2025	07:56:55.30	1.1	7	2.51	1.91	5.13	2.01	6.25	2.37	6.61	2.58	9.3	2.81	12.63	3.5	
3826.3732N	00140.2721W	581.1	06/18/2025	07:56:56.35	1.1	7	2.81	1.91	5.56	2.01	6.78	2.37	7.25	2.59	10.21	2.86	14.44	3.54	
3826.3737N	00140.2718W	581.1	06/18/2025	07:56:57.25	1.1	7	2.81	1.91	5.65	2.01	7.18	2.37	7.92	2.57	11.37	2.82	16.0	3.51	
3826.3742N	00140.2716W	581.2	06/18/2025	07:56:58.30	1.1	7	3.01	1.91	6.07	2.01	7.89	2.37	8.93	2.58	12.94	2.84	17.91	3.51	
3826.3746N	00140.2714W	581.3	06/18/2025	07:56:59.35	1.1	7	3.14	1.91	6.32	2.01	8.32	2.37	9.66	2.58	14.22	2.83	19.56	3.51	
3826.3750N	00140.2713W	581.3	06/18/2025	07:57:00.25	1.1	7	3.48	1.91	6.96	2.01	9.27	2.37	10.65	2.57	14.75	2.8	18.53	3.45	
3826.3753N	00140.2711W	581.4	06/18/2025	07:57:01.30	1.2	6	3.85	1.91	7.54	2.01	9.99	2.37	10.83	2.56	13.79	2.75	17.19	3.36	
3826.3756N	00140.2708W	581.5	06/18/2025	07:57:02.35	1.1	7	3.9	1.91	7.6	2.01	10.04	2.37	10.77	2.56	13.23	2.73	16.88	3.36	
3826.3757N	00140.2708W	581.6	06/18/2025	07:57:03.25	1.1	7	3.93	1.91	7.66	2.01	10.24	2.38	11.55	2.59	15.06	2.83	18.29	3.44	
3826.3758N	00140.2706W	581.6	06/18/2025	07:57:04.30	1.4	6	3.8	1.91	7.5	2.01	9.91	2.38	11.12	2.59	14.53	2.84	18.42	3.47	
3826.3758N	00140.2702W	581.6	06/18/2025	07:57:05.35	1.1	7	3.33	1.91	6.58	2.01	8.69	2.38	9.82	2.58	13.85	2.82	18.65	3.45	
3826.3759N	00140.2697W	581.7	06/18/2025	07:57:06.25	1.1	7	3.25	1.91	6.53	2.01	8.66	2.38	10.04	2.58	14.39	2.82	19.38	3.45	
3826.3761N	00140.2691W	581.6	06/18/2025	07:57:07.30	1.1	7	3.4	1.91	6.81	2.01	9.06	2.38	10.43	2.58	14.55	2.81	18.45	3.43	
3826.3763N	00140.2691W	582.0	06/18/2025	07:57:08.35	1.1	7	3.31	1.91	6.63	2.02	8.78	2.38	10.08	2.58	13.92	2.83	17.76	3.52	
3826.3765N	00140.2691W	582.1	06/18/2025	07:57:09.25	1.1	7	3.54	1.91	6.99	2.01	9.07	2.37	10.07	2.59	13.66	2.85	17.94	3.51	
3826.3767N	00140.2689W	582.2	06/18/2025	07:57:10.30	1.1	7	3.45	1.91	6.8	2.01	8.89	2.37	9.98	2.59	14.03	2.86	18.85	3.53	
3826.3768N	00140.2686W	582.2	06/18/2025	07:57:11.35	1.1	7	3.11	1.91	6.32	2.01	8.23	2.37	9.33	2.58	12.99	2.83	17.69	3.47	
3826.3770N	00140.2683W	582.2	06/18/2025	07:57:12.25	1.1	7	3.4	1.91	6.66	2.0	8.64	2.37	9.7	2.6	13.42	2.87	17.83	3.51	
3826.3772N	00140.2679W	582.1	06/18/2025	07:57:13.30	1.1	7	3.38	1.91	6.72	2.01	8.86	2.37	10.07	2.59	13.97	2.86	18.13	3.51	
3826.3772N	00140.2673W	582.0	06/18/2025	07:57:14.35	1.1	7	3.6	1.91	7.13	2.01	9.56	2.37	10.89	2.59	14.92	2.85	18.81	3.48	
3826.3773N	00140.2668W	581.9	06/18/2025	07:57:15.25	1.1	7	4.16	1.91	8.1	2.0	11.01	2.37	12.76	2.6	17.13	2.86	21.19	3.47	
3826.3774N	00140.2663W	581.7	06/18/2025	07:57:16.30	1.1	7	4.78	1.91	9.08	2.0	12.31	2.38	14.21	2.6	18.62	2.84	22.56	3.48	
3826.3776N	00140.2659W	581.5	06/18/2025	07:57:17.35	1.1	7	4.01	1.92	7.78	2.02	10.4	2.38	11.88	2.58	15.94	2.81	19.72	3.42	
3826.3778N	00140.2656W	581.4	06/18/2025	07:57:18.25	1.1	7	3.64	1.91	7.22	2.02	9.65	2.38	10.99	2.59	14.68	2.81	18.02	3.43	
3826.3781N	00140.2653W	581.3	06/18/2025	07:57:19.30	1.1	7	3.9	1.91	7.62	2.01	10.11	2.37	11.33	2.59	14.98	2.85	18.27	3.5	
3826.3782N	00140.2649W	581.2	06/18/2025	07:57:20.35	1.1	7	3.74	1.91	7.33	2.01	9.63	2.38	10.78	2.59	14.39	2.85	18.18	3.51	
3826.3783N	00140.2643W	581.0	06/18/2025	07:57:21.25	1.1	7	3.89	1.91	7.46	2.0	9.74	2.37	10.96	2.61	14.79	2.89	18.93	3.53	
3826.3784N	00140.2638W	580.8	06/18/2025	07:57:22.30	1.1	7	3.73	1.91	7.21	2.0	9.35	2.37	10.54	2.61	14.51	2.89	18.68	3.55	
3826.3784N	00140.2633W	580.7	06/18/2025	07:57:23.35	1.1	7	3.56	1.91	6.82	2.0	8.73	2.37	9.62	2.6	12.99	2.86	16.75	3.53	
3826.3785N	00140.2629W	580.5	06/18/2025	07:57:24.25	1.1	7	3.06	1.91	6.15	2.01	7.83	2.37	8.52	2.58	11.65	2.85	15.45	3.5	
3826.3787N	00140.2625W	580.3	06/18/2025	07:57:25.30	1.1	7	3.08	1.91	6.16	2.0	7.84	2.37	8.48	2.59	11.78	2.86	15.61	3.54	
3826.3788N	00140.2619W	580.2	06/18/2025	07:57:26.35	1.1	7	3.05	1.91	6.08	2.0	7.73	2.36	8.45	2.59	11.77	2.86	15.65	3.54	
3826.3789N	00140.2614W	580.0	06/18/2025	07:57:27.25	1.1	7	2.9	1.91	5.9	2.01	7.48	2.37	8.17	2.59	11.4	2.86	15.28	3.55	
3826.3791N	00140.2609W	579.9	06/18/2025	07:57:28.30	1.1	7	2.79	1.91	5.66	2.01	7.05	2.37	7.58	2.59	10.56	2.84	14.09	3.49	
3826.3793N	00140.2604W	579.8	06/18/2025	07:57:29.35	1.1	7	2.72	1.91	5.64	2.01	7.11	2.37	7.73	2.59	10.85	2.85	14.73	3.5	
3826.3796N	00140.2600W	579.9	06/18/2025	07:57:30.25	1.1	7	2.9	1.91	5.88	2.01	7.51	2.37	8.18	2.6	11.52	2.88	15.87	3.52	
3826.3798N	00140.2595W	579.8	06/18/2025	07:57:31.30	1.1	7	3.27	1.91	6.34	2.0	8.01	2.39	8.89	2.65	12.6	2.91	17.15	3.54	
3826.3799N	00140.2590W	579.8	06/18/2025	07:57:32.35	1.1	7	3.57	1.9	6.69	2.0	8.52	2.39	9.52	2.62	13.29	2.88	17.51	3.52	
3826.3800N	00140.2584W	579.7	06/18/2025	07:57:33.25	1.1	7	3.71	1.91	7.05	2.0	9.04	2.38	10.04	2.63	13.66	2.89	17.22	3.54	
3826.3800N	00140.2579W	579.5	06/18/2025	07:57:34.30	1.1	7	3.87	1.91	7.29	2.0	9.39	2.39	10.56	2.63	14.31	2.89	17.88	3.53	
3826.3800N	00140.2573W	579.4	06/18/2025	07:57:35.35	1.1	7	3.8	1.91	7.38	2.01	9.65	2.38	10.84	2.62	14.78	2.89	18.64	3.52	
3826.3800N	00140.2568W	579.2	06/18/2025	07:57:36.25	1.1	7	3.34	1.92	6.71	2.02	8.83	2.38	10.05	2.59	14.03	2.86	18.37	3.53	
3826.3800N	00140.2564W	579.1	06/18/2025	07:57:37.30	1.1	7	3.62	1.91	7.1	2.01	9.33	2.37	10.56	2.59	14.23	2.84	17.91	3.47	
3826.3800N	00140.2560W	579.0	06/18/2025	07:57:38.35	1.1	7	3.56	1.91	6.99	2.01	9.21	2.37	10.32	2.59	13.98	2.84	17.63	3.48	
3826.3802N	00140.2557W	578.9	06/18/2025	07:57:39.25	1.1	7	3.51	1.91	6.89	2.01	8.94	2.37	9.93	2.59	13.63	2.85	17.49	3.49	
3826.3805N	00140.2554W	579.0	06/18/2025	07:57:40.30	1.1	7	3.27	1.92	6.46	2.01	8.25	2.37	9.02	2.59	12.49	2.84	16.37	3.49	
3826.3808N	00140.2551W	579.0	06/18/2025	07:57:41.35	1.1	7	2.99	1.92	6.08	2.01	7.73	2.37	8.46	2.59	11.98	2.85	16.07	3.5	
3826.3811N	00140.2548W	579.0	06/18/2025	07:57:42.25	1.1	7	2.83	1.92	5.77	2.01	7.37	2.38	8.11	2.59	11.46	2.85	15.61	3.49	
3826.3814N	00140.2545W	579.0	06/18/2025	07:57:43.30	1.1	7	2.58	1.92	5.33	2.02	6.7	2.38	7.28	2.59	10.12	2.81	13.62	3.4	
3826.3816N	00140.2543W	579.1	06/18/2025	07:57:44.35	1.1	7	2.92	1.91	5.91	2.01	7.42	2.37	7.98	2.59	11.11	2.85	14.57	3.52	
3826.3818N	00140.2540W	579.2	06/18/2025	07:57:45.25	1.1	7	3.13	1.91	6.2	2.0	7.75	2.37	8.35	2.6	11.48	2.86	14.9	3.52	
3826.3821N	00140.2535W	579.2	06/18/2025	07:57:46.30	1.1	7	3.28	1.91	6.43	2.0	8.03	2.38	8.67	2.62	11.91	2.88	15.47	3.54	
3826.3822N	00140.2529W	579.2	06/18/2025	07:57:47.35	1.1	7	3.28	1.91	6.4	2.01	8.05	2.39	8.87	2.62	12.21	2.88	16.0	3.53	
3826.3822N	00140.2524W	579.2	06/18/2025	07:57:48.25	1.1	7	3.44	1.91	6.65	2.01	8.42	2.38	9.31	2.61	12.67	2.88	16.52	3.55	
3826.3823N	00140.2518W	579.3	06/18/2025	07:57:49.30	1.1	7	3.18	1.92	6.35	2.01	8.08	2.38	8.92	2.61	12.34	2.88	16.35	3.53	
3826.3823N	00140.2513W	579.3	06/18/2025	07:57:50.20	1.1	7	3.34	1.91	6.47	2.01	8.18	2.39	9.02	2.62	12.52	2.88	16.61	3.54	
3826.3823N	00140.2508W	579.2	06/18/2025	07:57:51.25	1.1	7	3.45	1.91	6.68	2.01	8.49	2.38	9.37	2.62	13.06	2.89	17.08	3.56	
3826.3823N	00140.2504W	579.1	06/18/2025	07:57:52.30	1.1	7	3.74	1.91	7.01	2.01	8.88	2.4	10.06	2.66	13.82	2.92	18.36	3.58	
3826.3823N	00140.2500W	579.1	06/18/2025	07:57:53.20	1.1	7	3.46	1.92	6.76	2.01	8.66	2.38	9.79	2.62	13.59	2.89	17.97	3.55	
3826.3822N	00140.2494W	578.9	06/18/2025	07:57:54.25	1.1	7	3.53	1.92	6.9	2.02	8.78	2.38	9.97	2.62	13.69	2.89	17.81	3.58	
3826.3820N	00140.2489W	578.8	06/18/2025	07:57:55.30	1.1	7	3.39	1.91	6.6	2.01	8.23	2.39	9.02	2.63	12.19	2.91	15.7	3.59	
3826.3818N	00140.2485W	578.7	06/18/2025	07:57:56.20	1.1	7	3.46	1.91	6.61	2.01	8.24	2.39	9.06	2.65	12.49	2.94	16.36	3.64	
3826.3816N	00140.2481W	578.6	06/18/2025	07:57:57.25	1.1	7	3.4	1.91	6.54	2.01	8.17	2.39	9.05	2.65	12.51	2.94	16.47	3.64	
3826.3814N	00140.2476W	578.6	06/18/2025	07:57:58.29	1.1	7	3.49	1.91	6.58	2.02	8.2	2.4	9.05	2.65	12.44	2.94	16.45	3.64	
3826.3812N	00140.2474W	578.5	06/18/2025	07:57:59.20	1.1	7	3.54	1.91	6.66	2.01	8.34	2.39	9.2	2.65	12.73	2.93	16.8	3.61	
3826.3810N	00140.2472W	578.4	06/18/2025	07:58:00.25	1.1	7	3.23	1.91	6.34	2.01	7.95	2.39	8.91	2.65	12.72	2.93	17.52	3.61	
3826.3806N	00140.2470W	578.1	06/18/2025	07:58:01.30	1.1	7	3.29	1.92	6.44	2.02	8.2	2.38	9.17	2.61	12.72	2.88	16.92	3.58	
3826.3804N	00140.2469W	577.8	06/18/2025	07:58:02.20	1.1	7	3.81	1.91	7.2	2.01	9.07	2.38	10.06	2.63	13.64	2.91	17.42	3.61	
3826.3802N	00140.2466W	577.7	06/18/2025	07:58:03.25	1.1	7	3.94	1.91	7.47	2.01	9.49	2.38	10.62	2.63	14.13	2.89	17.67	3.59	
3826.3802N	00140.2462W	577.5	06/18/2025	07:58:04.30	1.1	7	3.9	1.91	7.44	2.01	9.53	2.39	10.69	2.63	14.24	2.91	17.99	3.61	
3826.3802N	00140.2458W	577.5	06/18/2025	07:58:05.20	1.1	7	3.52	1.92	6.86	2.02	8.86	2.38	9.93	2.6	13.49	2.86	17.46	3.56	
3826.3804N	00140.2455W	577.5	06/18/2025	07:58:06.25	1.1	7	3.36	1.92	6.7	2.02	8.68	2.38	9.68	2.61	13.3	2.89	17.71	3.61	
3826.3808N	00140.2451W	577.2	06/18/2025	07:58:07.30	1.1	7	3.36	1.92	6.61	2.02	8.57	2.38	9.59	2.61	13.27	2.89	17.51	3.6	
3826.3813N	00140.2448W	577.0	06/18/2025	07:58:08.20	1.1	7	3.22	1.92	6.36	2.02	8.15	2.38	9.04	2.61	12.54	2.89	16.45	3.6	
3826.3817N	00140.2445W	576.9	06/18/2025	07:58:09.24	1.1	7	3.04	1.92	6.11	2.02	7.77	2.38	8.59	2.61	12.05	2.88	16.07	3.61	
3826.3822N	00140.2442W	576.7	06/18/2025	07:58:10.29	1.1	7	2.98	1.92	6.02	2.02	7.6	2.38	8.35	2.61	11.54	2.9	15.48	3.65	
3826.3826N	00140.2438W	576.5	06/18/2025	07:58:11.20	1.1	7	2.92	1.92	5.94	2.02	7.49	2.37	8.19	2.6	11.46	2.89	15.33	3.62	
3826.3830N	00140.2434W	576.4	06/18/2025	07:58:12.25	1.1	7	3.12	1.91	6.21	2.01	7.76	2.37	8.43	2.62	11.54	2.91	14.99	3.65	
3826.3833N	00140.2430W	576.2	06/18/2025	07:58:13.30	1.1	7	3.06	1.92	6.1	2.02	7.59	2.37	8.22	2.61	11.15	2.89	14.39	3.63	
3826.3836N	00140.2426W	576.0	06/18/2025	07:58:14.20	1.1	7	3.01	1.92	6.0	2.02	7.41	2.37	8.05	2.61	10.96	2.89	14.23	3.62	
3826.3838N	00140.2422W	575.7	06/18/2025	07:58:15.25	1.1	7	3.07	1.91	6.07	2.01	7.52	2.38	8.04	2.62	10.93	2.91	14.24	3.66	
3826.3841N	00140.2417W	575.5	06/18/2025	07:58:16.30	1.1	7	2.84	1.92	5.7	2.02	6.99	2.38	7.5	2.61	10.24	2.9	13.47	3.63	
3826.3844N	00140.2412W	575.2	06/18/2025	07:58:17.20	1.1	7	2.72	1.92	5.53	2.02	6.83	2.38	7.31	2.61	10.16	2.9	13.41	3.64	
3826.3847N	00140.2409W	574.9	06/18/2025	07:58:18.25	1.1	7	2.59	1.92	5.37	2.02	6.55	2.38	7.02	2.61	9.7	2.89	12.83	3.64	
3826.3852N	00140.2406W	574.7	06/18/2025	07:58:19.30	1.1	7	2.69	1.92	5.49	2.02	6.7	2.38	7.05	2.62	9.83	2.91	12.97	3.66	
3826.3856N	00140.2403W	574.5	06/18/2025	07:58:20.20	1.1	7	2.62	1.92	5.41	2.02	6.6	2.38	7.02	2.62	9.53	2.9	12.69	3.64	
3826.3859N	00140.2399W	574.4	06/18/2025	07:58:21.24	1.1	7	2.72	1.92	5.49	2.02	6.7	2.38	7.1	2.62	9.45	2.89	12.58	3.62	
3826.3861N	00140.2397W	574.4	06/18/2025	07:58:22.30	1.1	7	2.94	1.91	5.81	2.01	7.05	2.38	7.34	2.63	9.63	2.9	12.95	3.62	
3826.3861N	00140.2395W	574.4	06/18/2025	07:58:23.19	1.1	7	2.7	1.92	5.54	2.02	6.81	2.38	7.16	2.62	9.61	2.89	13.06	3.6	
3826.3862N	00140.2394W	574.5	06/18/2025	07:58:24.24	1.1	7	2.59	1.92	5.29	2.03	6.42	2.39	6.86	2.61	9.48	2.89	12.64	3.64	
3826.3864N	00140.2393W	574.6	06/18/2025	07:58:25.30	1.1	7	2.34	1.92	4.93	2.03	5.97	2.39	6.28	2.61	8.93	2.87	12.08	3.61	
3826.3868N	00140.2391W	574.5	06/18/2025	07:58:26.19	1.1	7	2.52	1.92	5.22	2.03	6.31	2.39	6.69	2.62	9.49	2.91	12.83	3.68	
3826.3871N	00140.2390W	574.5	06/18/2025	07:58:27.25	1.1	7	2.71	1.92	5.51	2.02	6.67	2.39	7.08	2.63	9.81	2.91	13.22	3.66	
3826.3874N	00140.2389W	574.4	06/18/2025	07:58:28.30	1.1	7	2.7	1.92	5.5	2.02	6.68	2.39	7.08	2.63	9.75	2.92	13.05	3.65	
3826.3877N	00140.2386W	574.2	06/18/2025	07:58:29.20	1.1	7	2.87	1.91	5.71	2.02	6.93	2.39	7.43	2.65	10.28	2.94	13.78	3.71	
3826.3879N	00140.2382W	574.1	06/18/2025	07:58:30.25	1.1	7	2.75	1.92	5.56	2.02	6.79	2.38	7.25	2.62	10.13	2.92	13.7	3.7	
3826.3881N	00140.2378W	574.0	06/18/2025	07:58:31.30	1.1	7	2.65	1.92	5.44	2.02	6.66	2.38	7.07	2.63	10.0	2.94	13.62	3.72	
3826.3883N	00140.2374W	574.0	06/18/2025	07:58:32.20	1.1	7	2.57	1.92	5.3	2.03	6.44	2.38	6.82	2.61	9.53	2.89	12.87	3.63	
3826.3885N	00140.2371W	574.0	06/18/2025	07:58:33.25	1.1	7	2.42	1.92	5.1	2.03	6.25	2.39	6.61	2.61	9.42	2.88	12.95	3.63	
3826.3889N	00140.2368W	574.1	06/18/2025	07:58:34.30	1.1	7	2.7	1.92	5.53	2.03	6.87	2.38	7.32	2.62	10.14	2.91	13.73	3.68	
3826.3892N	00140.2365W	574.1	06/18/2025	07:58:35.20	1.1	7	2.78	1.92	5.74	2.02	7.14	2.38	7.68	2.63	10.71	2.93	14.35	3.69	
3826.3895N	00140.2361W	574.1	06/18/2025	07:58:36.25	1.3	6	2.77	1.92	5.69	2.03	7.12	2.38	7.62	2.62	10.55	2.88	13.92	3.62	
3826.3898N	00140.2357W	574.1	06/18/2025	07:58:37.30	1.3	6	2.76	1.92	5.68	2.03	7.09	2.39	7.63	2.62	10.61	2.88	14.03	3.63	
3826.3900N	00140.2351W	574.0	06/18/2025	07:58:38.20	1.3	6	2.88	1.92	5.85	2.03	7.35	2.39	7.98	2.63	10.78	2.91	14.22	3.68	
3826.3902N	00140.2345W	573.9	06/18/2025	07:58:39.24	1.3	6	2.9	1.92	5.91	2.03	7.44	2.39	8.06	2.62	11.08	2.91	14.83	3.66	
3826.3905N	00140.2340W	573.7	06/18/2025	07:58:40.29	1.3	6	3.12	1.92	6.21	2.02	7.78	2.39	8.49	2.65	11.66	2.94	15.59	3.7	
3826.3908N	00140.2335W	573.5	06/18/2025	07:58:41.19	1.3	6	3.15	1.92	6.24	2.02	7.83	2.38	8.54	2.63	11.81	2.91	15.74	3.69	
3826.3910N	00140.2330W	573.3	06/18/2025	07:58:42.25	1.3	6	3.24	1.92	6.4	2.02	8.04	2.38	8.88	2.65	12.27	2.96	16.44	3.73	
3826.3911N	00140.2324W	573.1	06/18/2025	07:58:43.29	1.3	6	3.16	1.92	6.29	2.02	7.92	2.38	8.68	2.64	12.2	2.95	16.47	3.75	
3826.3911N	00140.2318W	572.9	06/18/2025	07:58:44.19	1.3	6	3.07	1.92	6.19	2.02	7.75	2.38	8.46	2.63	11.78	2.92	15.77	3.73	
3826.3912N	00140.2312W	572.8	06/18/2025	07:58:45.24	1.3	6	2.88	1.92	5.84	2.03	7.35	2.39	8.09	2.63	11.3	2.91	15.08	3.69	
3826.3914N	00140.2306W	572.6	06/18/2025	07:58:46.30	1.3	6	2.92	1.92	5.91	2.03	7.41	2.39	8.06	2.63	11.24	2.92	15.03	3.69	
3826.3917N	00140.2298W	572.5	06/18/2025	07:58:47.19	1.3	6	2.88	1.92	5.81	2.03	7.23	2.39	7.76	2.63	10.66	2.9	13.93	3.64	
3826.3920N	00140.2293W	572.3	06/18/2025	07:58:48.24	1.3	6	2.78	1.92	5.66	2.03	7.01	2.39	7.49	2.63	10.44	2.9	13.96	3.66	
3826.3923N	00140.2291W	571.9	06/18/2025	07:58:49.14	1.1	7	2.52	1.93	5.25	2.04	6.51	2.4	6.95	2.63	9.79	2.89	13.38	3.64	
3826.3927N	00140.2289W	571.5	06/18/2025	07:58:50.19	1.1	7	2.8	1.92	5.79	2.03	7.26	2.39	7.83	2.63	10.76	2.9	14.13	3.65	
3826.3931N	00140.2285W	571.2	06/18/2025	07:58:51.24	1.1	7	2.91	1.92	5.96	2.03	7.48	2.4	7.97	2.63	10.8	2.89	14.23	3.63	
3826.3935N	00140.2280W	571.1	06/18/2025	07:58:52.14	1.5	6	3.02	1.92	6.09	2.03	7.68	2.4	8.18	2.63	10.91	2.88	14.2	3.6	
3826.3939N	00140.2276W	571.0	06/18/2025	07:58:53.19	1.1	7	2.81	1.92	5.8	2.03	7.26	2.4	7.78	2.63	10.42	2.89	13.84	3.59	
3826.3943N	00140.2271W	571.0	06/18/2025	07:58:54.25	1.1	7	2.77	1.92	5.65	2.03	7.04	2.39	7.46	2.63	10.06	2.86	13.32	3.58	
3826.3947N	00140.2268W	571.0	06/18/2025	07:58:55.14	1.1	7	2.75	1.92	5.62	2.03	6.99	2.39	7.49	2.63	10.24	2.89	13.58	3.62	
3826.3952N	00140.2266W	571.0	06/18/2025	07:58:56.19	1.1	7	2.71	1.92	5.63	2.03	7.02	2.4	7.61	2.63	10.47	2.89	13.92	3.64	
3826.3948N	00140.2267W	570.9	06/18/2025	07:58:57.24	1.1	7	2.94	1.92	5.98	2.03	7.44	2.4	8.03	2.64	11.11	2.92	15.0	3.68	
3826.3951N	00140.2266W	570.9	06/18/2025	07:58:58.14	1.1	7	3.24	1.92	6.18	2.03	7.5	2.4	8.25	2.64	11.58	2.91	15.98	3.68	
3826.3955N	00140.2262W	570.7	06/18/2025	07:58:59.20	1.1	7	3.04	1.92	6.19	2.03	7.89	2.4	8.83	2.64	12.34	2.92	16.74	3.69	
3826.3959N	00140.2259W	570.5	06/18/2025	07:59:00.24	1.1	7	2.89	1.92	6.01	2.04	7.71	2.4	8.76	2.63	12.43	2.9	17.19	3.66	
3826.3963N	00140.2257W	570.3	06/18/2025	07:59:01.14	1.1	7	3.19	1.92	6.56	2.04	8.6	2.4	9.94	2.63	14.08	2.9	19.4	3.67	
3826.3967N	00140.2255W	570.1	06/18/2025	07:59:02.19	1.1	7	3.33	1.93	6.8	2.04	8.95	2.4	10.33	2.64	14.8	2.91	20.03	3.68	
3826.3970N	00140.2251W	570.0	06/18/2025	07:59:03.24	1.1	7	3.46	1.92	7.01	2.04	9.39	2.4	10.9	2.64	15.42	2.91	20.58	3.7	
3826.3973N	00140.2247W	569.8	06/18/2025	07:59:04.14	1.1	7	3.58	1.93	7.17	2.04	9.65	2.4	11.17	2.63	15.53	2.9	20.29	3.67	
3826.3977N	00140.2244W	569.7	06/18/2025	07:59:05.20	1.1	7	4.34	1.92	8.45	2.04	11.34	2.4	13.14	2.63	17.58	2.91	22.1	3.69	
3826.3981N	00140.2242W	569.5	06/18/2025	07:59:06.24	1.1	7	4.62	1.92	8.88	2.04	11.87	2.4	13.56	2.63	17.83	2.9	21.88	3.68	
3826.3984N	00140.2239W	569.4	06/18/2025	07:59:07.14	1.1	7	4.99	1.92	9.52	2.04	12.71	2.4	14.57	2.64	18.9	2.92	22.78	3.71	
3826.3987N	00140.2236W	569.2	06/18/2025	07:59:08.19	1.1	7	3.86	1.93	7.62	2.04	10.24	2.4	11.86	2.63	16.09	2.89	20.33	3.65	
3826.3989N	00140.2234W	569.1	06/18/2025	07:59:09.24	1.1	7	4.6	1.93	8.93	2.04	12.05	2.4	13.89	2.63	18.42	2.91	22.69	3.7	
3826.3992N	00140.2233W	568.9	06/18/2025	07:59:10.15	1.1	7	5.16	1.93	9.88	2.04	13.36	2.4	15.4	2.63	20.02	2.91	24.16	3.74	
3826.3995N	00140.2230W	568.7	06/18/2025	07:59:11.19	1.1	7	6.22	1.92	11.44	2.03	15.31	2.4	17.53	2.64	22.12	2.94	26.53	3.76	
3826.3997N	00140.2225W	568.5	06/18/2025	07:59:12.24	1.1	7	6.56	1.92	12.04	2.03	16.18	2.4	18.75	2.65	24.11	2.96	29.08	3.82	
3826.4001N	00140.2220W	568.4	06/18/2025	07:59:13.14	1.1	7	6.01	1.92	11.16	2.03	15.09	2.4	17.62	2.66	23.16	2.97	28.58	3.84	
3826.4005N	00140.2215W	568.1	06/18/2025	07:59:14.19	1.1	7	5.55	1.92	10.51	2.03	14.28	2.4	16.91	2.67	22.67	3.0	28.98	3.88	
3826.4009N	00140.2210W	567.9	06/18/2025	07:59:15.24	1.1	7	5.89	1.92	10.88	2.04	14.73	2.42	17.33	2.69	22.82	3.0	28.26	3.93	
3826.4014N	00140.2205W	567.7	06/18/2025	07:59:16.14	1.1	7	5.79	1.92	10.73	2.03	14.38	2.4	16.61	2.68	21.87	3.03	27.66	3.98	
3826.4018N	00140.2202W	567.6	06/18/2025	07:59:17.19	1.1	7	5.08	1.92	9.69	2.03	13.19	2.4	15.56	2.67	21.36	3.02	27.89	3.95	
3826.4023N	00140.2199W	567.4	06/18/2025	07:59:18.24	1.1	7	5.64	1.92	10.57	2.03	14.32	2.41	16.8	2.68	22.42	3.03	28.26	4.04	
3826.4027N	00140.2196W	567.2	06/18/2025	07:59:19.14	1.1	7	6.14	1.92	11.37	2.04	15.5	2.41	18.23	2.68	24.02	3.05	30.14	4.1	
3826.4032N	00140.2192W	567.1	06/18/2025	07:59:20.19	1.1	7	6.24	1.92	11.62	2.04	15.8	2.41	18.62	2.69	24.72	3.07	32.13	4.16	
3826.4036N	00140.2187W	566.9	06/18/2025	07:59:21.24	1.1	7	6.23	1.92	11.5	2.03	15.68	2.41	18.7	2.7	25.46	3.1	33.96	4.22	
3826.4041N	00140.2181W	566.8	06/18/2025	07:59:22.14	1.1	7	5.74	1.92	10.82	2.04	14.86	2.41	18.0	2.7	24.95	3.12	33.49	4.3	
3826.4046N	00140.2175W	566.6	06/18/2025	07:59:23.19	1.1	7	5.27	1.92	10.04	2.04	13.83	2.41	16.71	2.7	23.3	3.1	31.47	4.26	
3826.4049N	00140.2170W	566.4	06/18/2025	07:59:24.24	1.1	7	5.32	1.93	10.26	2.05	14.36	2.42	17.63	2.71	25.07	3.13	35.0	4.32	
3826.4053N	00140.2164W	566.2	06/18/2025	07:59:25.15	1.1	7	5.84	1.93	11.18	2.04	15.72	2.41	19.3	2.7	26.97	3.1	36.39	4.29	
3826.4059N	00140.2156W	565.9	06/18/2025	07:59:26.19	1.1	7	5.33	1.93	10.2	2.04	14.02	2.41	17.17	2.69	24.36	3.09	33.46	4.24	
3826.4064N	00140.2152W	565.7	06/18/2025	07:59:27.24	1.1	7	4.8	1.93	9.46	2.05	13.21	2.41	16.13	2.69	22.74	3.08	31.72	4.24	
3826.4069N	00140.2150W	565.7	06/18/2025	07:59:28.14	1.1	7	5.19	1.93	10.1	2.04	14.13	2.41	17.41	2.69	24.96	3.07	35.38	4.2	
3826.4074N	00140.2149W	565.5	06/18/2025	07:59:29.19	1.1	7	5.0	1.93	9.9	2.05	14.04	2.41	17.6	2.68	25.52	3.06	36.19	4.15	
3826.4077N	00140.2147W	565.6	06/18/2025	07:59:30.25	1.1	7	4.89	1.93	9.72	2.05	13.85	2.41	17.46	2.67	25.3	3.03	34.43	4.09	
3826.4081N	00140.2147W	565.7	06/18/2025	07:59:31.14	1.1	7	5.57	1.93	10.9	2.05	15.63	2.41	19.37	2.67	26.75	3.02	33.16	4.08	
