Latitude	Longitude	Altitude	Date	Time	DOP	Satelites	Cond.1 [mS/m]	Inph.1 [ppt]	Cond.2 [mS/m]	Inph.2 [ppt]	Cond.3 [mS/m]	Inph.3 [ppt]	Cond.4 [mS/m]	Inph.4 [ppt]	Cond.5 [mS/m]	Inph.5 [ppt]	Cond.6 [mS/m]	Inph.6 [ppt]	Note
3825.8450N	00146.2674W	576.8	06/19/2025	09:16:34.31	1.4	6	3.83	2.23	9.04	2.57	8.36	2.93	5.14	3.04	5.68	2.91	6.66	3.29
3825.8451N	00146.2676W	576.5	06/19/2025	09:16:35.21	1.4	6	11.03	2.36	15.17	2.86	8.55	2.90	4.36	2.86	5.66	2.87	6.69	3.22
3825.8452N	00146.2679W	576.3	06/19/2025	09:16:36.26	1.4	6	3.08	2.20	6.10	2.37	4.78	2.44	4.20	2.73	6.22	2.93	7.10	3.35
3825.8455N	00146.2682W	576.0	06/19/2025	09:16:37.31	1.4	6	2.80	2.21	6.00	2.38	4.86	2.47	4.34	2.74	6.28	2.94	7.18	3.35
3825.8458N	00146.2687W	575.9	06/19/2025	09:16:38.21	1.4	6	2.23	2.22	5.12	2.41	4.02	2.49	3.58	2.72	5.47	2.88	6.19	3.22
3825.8458N	00146.2686W	576.1	06/19/2025	09:16:39.26	1.4	6	2.35	2.22	5.28	2.41	4.22	2.48	3.82	2.72	5.94	2.90	6.83	3.28
3825.8458N	00146.2686W	576.0	06/19/2025	09:16:40.31	1.3	7	2.53	2.21	5.55	2.40	4.55	2.47	4.11	2.73	6.06	2.91	6.94	3.30
3825.8458N	00146.2687W	575.9	06/19/2025	09:16:41.21	1.3	7	2.55	2.21	5.68	2.40	4.66	2.47	4.17	2.75	6.19	2.95	7.25	3.38
3825.8461N	00146.2689W	575.7	06/19/2025	09:16:42.26	1.3	7	2.62	2.21	5.77	2.39	4.62	2.47	4.20	2.74	6.25	2.94	7.22	3.36
3825.8466N	00146.2693W	575.8	06/19/2025	09:16:43.31	1.3	7	2.68	2.21	5.89	2.39	4.77	2.47	4.36	2.74	6.38	2.91	7.18	3.32
3825.8472N	00146.2696W	575.7	06/19/2025	09:16:44.21	1.3	7	3.68	2.20	6.24	2.38	4.74	2.48	4.07	2.78	5.99	2.99	6.89	3.39
3825.8478N	00146.2701W	575.6	06/19/2025	09:16:45.26	1.3	7	2.89	2.20	5.97	2.38	4.71	2.48	4.15	2.77	6.29	2.98	7.42	3.38
3825.8483N	00146.2705W	575.6	06/19/2025	09:16:46.31	1.3	7	2.67	2.21	5.76	2.39	4.49	2.48	4.00	2.78	6.06	2.97	6.90	3.38
3825.8488N	00146.2709W	575.4	06/19/2025	09:16:47.21	1.3	7	2.96	2.20	6.10	2.37	4.68	2.47	4.06	2.80	6.09	3.00	6.82	3.41
3825.8494N	00146.2714W	575.3	06/19/2025	09:16:48.26	1.3	7	2.71	2.21	5.87	2.39	4.53	2.47	3.93	2.76	5.87	2.95	6.63	3.40
3825.8500N	00146.2719W	575.2	06/19/2025	09:16:49.31	1.3	7	2.57	2.21	5.68	2.39	4.41	2.47	3.88	2.76	5.80	2.96	6.61	3.37
