Latitude	Longitude	Altitude	Date	Time	DOP	Satelites	Cond.1 [mS/m]	Inph.1 [ppt]	Cond.2 [mS/m]	Inph.2 [ppt]	Cond.3 [mS/m]	Inph.3 [ppt]	Cond.4 [mS/m]	Inph.4 [ppt]	Cond.5 [mS/m]	Inph.5 [ppt]	Cond.6 [mS/m]	Inph.6 [ppt]	Note
3825.8001N	00146.1948W	571.7	06/19/2025	09:07:13.93	2.3	5	4.79	2.15	7.89	2.35	7.16	2.55	7.35	2.85	10.43	3.10	12.46	3.49
3825.8001N	00146.1948W	571.7	06/19/2025	09:07:14.98	2.3	5	4.62	2.15	7.83	2.34	7.06	2.53	7.12	2.83	10.17	3.08	12.32	3.47
3825.8000N	00146.1949W	571.6	06/19/2025	09:07:16.04	2.3	5	4.04	2.17	7.61	2.33	7.01	2.47	7.04	2.74	9.90	3.00	12.01	3.44
3825.7998N	00146.1953W	571.4	06/19/2025	09:07:16.93	2.3	5	4.15	2.16	7.65	2.34	7.02	2.48	7.01	2.74	9.79	2.99	11.67	3.42
3825.7995N	00146.1958W	571.2	06/19/2025	09:07:17.98	2.3	5	3.83	2.17	7.43	2.34	6.79	2.46	6.70	2.73	9.47	2.98	11.37	3.39
3825.7993N	00146.1963W	571.1	06/19/2025	09:07:19.04	2.3	5	3.85	2.17	7.43	2.34	6.89	2.46	6.80	2.72	9.60	2.97	11.50	3.41
3825.7991N	00146.1969W	570.9	06/19/2025	09:07:19.93	2.3	5	4.62	2.16	7.88	2.34	7.13	2.47	6.99	2.74	9.62	2.99	11.23	3.43
3825.7989N	00146.1974W	570.8	06/19/2025	09:07:20.99	2.3	5	3.55	2.18	7.14	2.35	6.72	2.44	6.66	2.68	9.41	2.95	11.30	3.43
3825.7987N	00146.1979W	570.6	06/19/2025	09:07:21.89	2.3	5	3.46	2.18	6.96	2.35	6.45	2.45	6.42	2.69	9.23	2.94	11.17	3.39
3825.7985N	00146.1984W	570.5	06/19/2025	09:07:22.94	2.3	5	3.92	2.17	7.55	2.33	6.95	2.45	6.81	2.71	9.54	2.97	11.36	3.42
3825.7982N	00146.1989W	570.4	06/19/2025	09:07:23.99	2.3	5	4.27	2.16	7.80	2.33	7.18	2.45	7.12	2.71	9.74	2.97	11.29	3.42
3825.7980N	00146.1995W	570.2	06/19/2025	09:07:24.89	2.3	5	3.74	2.17	7.42	2.34	6.99	2.44	6.96	2.69	9.86	2.94	11.58	3.40
3825.7980N	00146.2001W	570.1	06/19/2025	09:07:25.94	2.3	5	3.81	2.17	7.48	2.34	7.05	2.44	7.07	2.69	9.80	2.92	11.51	3.38
3825.7983N	00146.2006W	570.0	06/19/2025	09:07:26.99	2.3	5	3.95	2.17	7.84	2.34	7.11	2.44	7.05	2.70	9.65	2.95	11.20	3.42
3825.7986N	00146.2009W	569.8	06/19/2025	09:07:27.89	2.3	5	4.24	2.17	7.82	2.34	7.21	2.44	7.20	2.70	9.79	2.96	11.26	3.46
3825.7991N	00146.2010W	569.7	06/19/2025	09:07:28.94	2.3	5	4.03	2.17	7.77	2.34	7.31	2.44	7.27	2.70	9.98	2.98	11.44	3.47
3825.7997N	00146.2010W	569.7	06/19/2025	09:07:29.99	2.3	5	3.89	2.17	7.61	2.34	7.09	2.44	7.01	2.68	9.59	2.92	11.18	3.39
3825.8003N	00146.2010W	569.6	06/19/2025	09:07:30.89	2.3	5	3.82	2.17	7.41	2.34	6.80	2.46	6.79	2.73	9.54	2.98	11.32	3.40
3825.8009N	00146.2011W	569.4	06/19/2025	09:07:31.94	2.3	5	3.74	2.17	7.27	2.34	6.68	2.45	6.60	2.71	9.19	2.96	10.99	3.44
3825.8014N	00146.2010W	568.9	06/19/2025	09:07:32.99	2.6	5	3.59	2.17	7.15	2.34	6.53	2.45	6.38	2.71	9.09	2.97	10.94	3.43
